Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
23:27:37:26.293,61,0.0000000000,0.0000000000,0.3670906723,0.0000000000,0.0741587207,0.2785264254,0.2157953680,0.0000000000,0.0000000000,0.0000000000,0.2529128492,0.0752706230,0.2782303393,0.2163537294,0.0136270607,0.0000000000,0.0067017302,0.0338999294,0.0412881933,0.0232196823,0.0496504232,0.0179529302,0.0000000000,0.0000000000,0.0000000000,0.0133616012,0.0108292699,0.0198315941,0.0182988066,0.0568468235,0.0571569428,0.0361381732,0.0147118727,0.0896329433,0.0633756444,0.0345924199,0.0339294560,0.0380533971,0.0323406830,0.0159102194,0.0162351951,0.0000000000,0.0000000000,0.1196432933,0.0180273578,0.0181553569,0.0145044560,0.0961799473,0.0936296731,0.0694573522,0.0740919858,0.0000000002,0.3612960279,-0.0469928831,-0.0026255120,0.1544117033,-0.0332386158,-0.0051138992,0.2241235524,-0.0331881940,-0.0073787160
23:27:37:27.292,61,0.0000000000,0.0000000000,0.3641215861,0.0000000000,0.0493587516,0.2827710807,0.1891921908,0.0000000000,0.0000000000,0.0000000000,0.2496618330,0.0501340032,0.2825426161,0.1894781739,0.0136267785,0.0000000000,0.0072447606,0.0337660722,0.0411394313,0.0231229588,0.0493617728,0.0178010873,0.0000000000,0.0000000000,0.0000000000,0.0113698151,0.0086881565,0.0198197700,0.0183040537,0.0565232597,0.0569007285,0.0360166915,0.0147117339,0.0894446746,0.0634146929,0.0345869847,0.0338940173,0.0379610918,0.0323309638,0.0159709677,0.0162969530,0.0000000000,0.0000000000,0.1183216423,0.0131452819,0.0132196881,0.0144837396,0.0962579921,0.0935592577,0.0692007691,0.0738239810,0.0000000001,0.3589978814,-0.0486307777,-0.0024446868,0.1524729580,-0.0221318863,-0.0033619909,0.2223767936,-0.0220806152,-0.0048706001
23:27:37:28.291,61,0.0000000000,0.0094261821,0.3718367815,0.0000000000,0.0000000000,0.2832380533,0.1505244374,0.0000000000,0.0094693685,0.0000000000,0.2567896247,0.0000000000,0.2830158770,0.1507121474,0.0136360126,0.0000000000,0.0078214426,0.0335947312,0.0409872271,0.0229839571,0.0490458608,0.0176695492,0.0000000000,0.0000000000,0.0000000000,0.0087132640,0.0069544641,0.0198162533,0.0183045529,0.0562382489,0.0566133857,0.0358588994,0.0146904932,0.0891839191,0.0633459240,0.0345747210,0.0338571593,0.0379289873,0.0323626138,0.0161132887,0.0164349526,0.0000000000,0.0000000000,0.1164058447,0.0073932162,0.0075237388,0.0144443950,0.0971345901,0.0938100591,0.0693409443,0.0739482716,0.0000000001,0.3552327752,-0.0510507300,-0.0016258347,0.1568612158,0.0058564115,0.0009148914,0.2271383256,0.0059099263,0.0013308728
23:27:37:29.291,61,0.0000000000,0.0262867026,0.3760224879,0.0000000000,0.0000000000,0.2818392515,0.1254862100,0.0000000000,0.0265659019,0.0000000000,0.2608433366,0.0000000000,0.2815763056,0.1256899834,0.0136364577,0.0000000000,0.0083337901,0.0334439948,0.0408671126,0.0228073727,0.0487642288,0.0175793525,0.0000000000,0.0000000000,0.0000000000,0.0067948876,0.0054135360,0.0198009424,0.0182816200,0.0559941344,0.0562981591,0.0356725976,0.0146587053,0.0888153613,0.0631257892,0.0345142074,0.0337953866,0.0378779732,0.0323555171,0.0162274875,0.0165425315,0.0000000000,0.0000000000,0.1143645570,0.0026812730,0.0028583175,0.0144002857,0.0978771895,0.0941299498,0.0695777237,0.0741833523,0.0000000000,0.3514603376,-0.0542356372,-0.0015120821,0.1593189687,0.0164363626,0.0026077894,0.2296689302,0.0164906848,0.0037545126
23:27:37:30.291,61,0.0000000000,0.0321949869,0.3887062669,0.0000000000,0.0000000000,0.2627666593,0.1156510115,0.0000000000,0.0325741433,0.0000000000,0.2737061083,0.0000000000,0.2622898817,0.1158515736,0.0135645568,0.0000000000,0.0087260380,0.0333163887,0.0407848768,0.0226518232,0.0485450104,0.0175635647,0.0000000000,0.0000000000,0.0000000000,0.0055316519,0.0040372531,0.0197462160,0.0182273090,0.0556856729,0.0558786243,0.0353900567,0.0145930238,0.0883754045,0.0628452525,0.0343354121,0.0336351842,0.0377976559,0.0323028155,0.0163533092,0.0166664328,0.0000000000,0.0000000000,0.1112843305,0.0000553550,0.0002536885,0.0143275261,0.0983002335,0.0941484571,0.0698168501,0.0744855776,0.0000000000,0.3458748758,-0.0587067343,-0.0012837254,0.1671641469,0.0201797467,0.0033580842,0.2374003381,0.0202343948,0.0047592716
23:27:37:31.290,61,0.0000000000,0.0403301902,0.4027034044,0.0000000000,0.0000000000,0.2480967939,0.1107974648,0.0000000000,0.0408513211,0.0000000000,0.2879690230,0.0000000000,0.2475310564,0.1110073254,0.0134736951,0.0000000000,0.0091296518,0.0332383886,0.0407911651,0.0225937050,0.0483578928,0.0175261479,0.0000000000,0.0000000000,0.0000000000,0.0042812712,0.0020267367,0.0197245590,0.0182073303,0.0555128828,0.0556052625,0.0351106264,0.0145084644,0.0880590379,0.0626565367,0.0341424011,0.0334603973,0.0378615558,0.0323794596,0.0165911298,0.0169092286,0.0018481482,0.0016350690,0.1096158698,0.0000000000,0.0000000000,0.0142356530,0.0988114998,0.0942281410,0.0702001601,0.0749561042,0.0000000000,0.3371963203,-0.0609790459,0.0011751066,0.1758549511,0.0253456328,0.0044351378,0.2459213138,0.0254006907,0.0061850506
23:27:37:32.290,61,0.0000000000,0.0337064154,0.4105359912,0.0000000000,0.0000000000,0.2370351106,0.1156061292,0.0000000000,0.0341391750,0.0000000000,0.2960048914,0.0000000000,0.2364713997,0.1158998162,0.0133734224,0.0000000000,0.0095684240,0.0332124978,0.0408811085,0.0226973891,0.0481794775,0.0174089335,0.0000000000,0.0000000000,0.0000000000,0.0035219612,0.0008109603,0.0197020266,0.0181979090,0.0554449111,0.0554691814,0.0348214507,0.0144059109,0.0878973976,0.0626179650,0.0339206867,0.0332637243,0.0380087160,0.0325298645,0.0169177074,0.0172567535,0.0040799198,0.0038583223,0.1068502143,0.0000000000,0.0000000000,0.0141391996,0.0990926176,0.0941208452,0.0705762655,0.0754970834,0.0000000000,0.3302688301,-0.0619564429,0.0021510678,0.1807793826,0.0211999621,0.0038122276,0.2507278919,0.0212547667,0.0052742478
23:27:37:33.290,61,0.0000000000,0.0402609818,0.4074463546,0.0000000000,0.0000000000,0.2283825874,0.1161491424,0.0000000000,0.0407898463,0.0000000000,0.2926687598,0.0000000000,0.2279282212,0.1164570823,0.0132874958,0.0000000000,0.0098932860,0.0331425406,0.0408921391,0.0226431414,0.0478137024,0.0172906015,0.0000000000,0.0000000000,0.0003365255,0.0027319421,0.0000000000,0.0196434725,0.0181588978,0.0552353524,0.0551996417,0.0345339812,0.0143225370,0.0875019655,0.0623932965,0.0336284488,0.0330063514,0.0380738862,0.0325955972,0.0171561409,0.0175104272,0.0103406999,0.0101610720,0.1026100516,0.0000000000,0.0000000000,0.0140156001,0.0991205350,0.0938442796,0.0709080622,0.0760486796,0.0000000000,0.3245492876,-0.0616600923,0.0022518914,0.1787250936,0.0253205113,0.0045022890,0.2488179803,0.0253756586,0.0062502325
23:27:37:34.289,61,0.0000000000,0.0410384834,0.4139896333,0.0000000000,0.0000000000,0.2211959809,0.1192868575,0.0000000000,0.0415915474,0.0000000000,0.2991659045,0.0000000000,0.2208110839,0.1195580065,0.0131559707,0.0000000000,0.0100322980,0.0328674950,0.0405963100,0.0222109817,0.0470040403,0.0171819888,0.0000000000,0.0000000000,0.0021825349,0.0016872194,0.0000000000,0.0195102803,0.0180509053,0.0546976551,0.0546169803,0.0341803022,0.0142261218,0.0860641971,0.0619012304,0.0332519226,0.0326583050,0.0378043428,0.0323640779,0.0171717890,0.0175196081,0.0183681045,0.0182293523,0.0951842815,0.0000000000,0.0000000000,0.0138539569,0.0988023281,0.0930978581,0.0710947365,0.0764007792,0.0000000000,0.3200750947,-0.0614345670,0.0012016034,0.1826904267,0.0258368924,0.0046949498,0.2528106868,0.0258921906,0.0064776749
23:27:37:35.289,61,0.0000000000,0.0409680828,0.4136122763,0.0000000000,0.0000000000,0.2167202085,0.1256047487,0.0000000000,0.0415194891,0.0000000000,0.2987549007,0.0000000000,0.2163932621,0.1257954091,0.0130011784,0.0000000000,0.0101236198,0.0325433649,0.0402168855,0.0216788743,0.0462862886,0.0171103273,0.0000000000,0.0000000000,0.0035004071,0.0006543421,0.0000000000,0.0193369631,0.0179051608,0.0539238043,0.0537841879,0.0337598287,0.0141221937,0.0841376632,0.0612706915,0.0328086354,0.0322468542,0.0374087468,0.0320185944,0.0170781612,0.0174169168,0.0220400840,0.0219236724,0.0908840075,0.0000000000,0.0000000000,0.0136846555,0.0982421413,0.0918511227,0.0710112080,0.0764660984,0.0000000000,0.3183768094,-0.0636588559,-0.0025297226,0.1824396253,0.0257909335,0.0046802340,0.2525805235,0.0258462317,0.0064604119
23:27:37:36.288,61,0.0000000000,0.0308100507,0.4082332253,0.0000000000,0.0000000000,0.2152328193,0.1372388154,0.0000000000,0.0311956946,0.0000000000,0.2934617996,0.0000000000,0.2149301022,0.1373380572,0.0128736021,0.0000000000,0.0102631915,0.0322230980,0.0398154184,0.0211525504,0.0455713868,0.0169352833,0.0000000000,0.0001377654,0.0045790980,0.0000000000,0.0000000000,0.0191570893,0.0177495684,0.0530766584,0.0529166721,0.0333910659,0.0140616139,0.0828235745,0.0606374741,0.0324108042,0.0318901092,0.0369650237,0.0316273756,0.0169137474,0.0172469877,0.0257625729,0.0256795101,0.0879255831,0.0000000000,0.0000000000,0.0135770626,0.0976072922,0.0909968987,0.0707880706,0.0763849318,0.0000000000,0.3150475323,-0.0670410767,-0.0069997613,0.1792327315,0.0193666443,0.0034529998,0.2493303865,0.0194214135,0.0047928998
23:27:37:37.287,61,0.0000000000,0.0261185281,0.4035026729,0.0000000000,0.0000000000,0.2142365724,0.1600642800,0.0000000000,0.0264273509,0.0000000000,0.2884714901,0.0000000000,0.2139414996,0.1601821333,0.0127591165,0.0000000000,0.0103736296,0.0320296623,0.0395631269,0.0206661299,0.0450525247,0.0166689176,0.0000000000,0.0007645288,0.0057078698,0.0000000000,0.0000000000,0.0190002099,0.0176139418,0.0523312166,0.0521370359,0.0330591574,0.0140353562,0.0818286091,0.0599685200,0.0320017859,0.0315302014,0.0366077013,0.0313166492,0.0167374108,0.0170800574,0.0277281236,0.0276563130,0.0862569660,0.0000000000,0.0000000000,0.0134863695,0.0970669314,0.0903529748,0.0705769286,0.0763108656,0.0000000000,0.3106806278,-0.0711734295,-0.0107682282,0.1761939675,0.0163974334,0.0028744540,0.2464537323,0.0164520647,0.0040140916
23:27:37:38.287,61,0.0000000000,0.0139438175,0.3890752792,0.0000000000,0.0000000000,0.2021985054,0.1959459037,0.0000000000,0.0140598910,0.0000000000,0.2735227346,0.0000000000,0.2018713653,0.1961721778,0.0125171263,0.0000000000,0.0105219437,0.0316076018,0.0390439294,0.0199712515,0.0440713391,0.0163374394,0.0000000000,0.0015659123,0.0082570501,0.0000000000,0.0000000000,0.0187767372,0.0174093731,0.0498731844,0.0495045818,0.0325015709,0.0139167393,0.0776340142,0.0581697822,0.0313826278,0.0309607498,0.0360590927,0.0308453925,0.0164670907,0.0168238562,0.0285932645,0.0285250042,0.0823982283,0.0000000000,0.0000000000,0.0132896248,0.0925771147,0.0865129158,0.0698948130,0.0756371468,0.0000000000,0.3028912842,-0.0766269416,-0.0125273913,0.1670792997,0.0087099923,0.0014485340,0.2376637757,0.0087641552,0.0020634185
23:27:37:39.287,61,0.0000000000,0.0048834435,0.3803260028,0.0000000000,0.0000000000,0.1891976893,0.2174088061,0.0000000000,0.0048659691,0.0000000000,0.2643972933,0.0000000000,0.1889173985,0.2177230418,0.0122453207,0.0000000000,0.0105825588,0.0310748890,0.0382030755,0.0190477725,0.0428561531,0.0160959940,0.0000000000,0.0020461618,0.0093795750,0.0000000000,0.0000000000,0.0185196903,0.0171662923,0.0467321351,0.0460875109,0.0319145247,0.0138076097,0.0740171820,0.0561636239,0.0307487212,0.0303771105,0.0351350717,0.0302152876,0.0161038134,0.0164658241,0.0290084668,0.0289411359,0.0782574639,0.0000000000,0.0000000000,0.0131007871,0.0862625614,0.0810896754,0.0675279573,0.0731781721,0.0000000001,0.2924066484,-0.0803874135,-0.0117004365,0.1615103930,0.0030116469,0.0004843017,0.2323269099,0.0030654857,0.0007058073
23:27:37:40.286,61,0.0000000000,0.0000000000,0.3742894232,0.0000000000,0.0251372140,0.1850720495,0.2294088602,0.0000000000,0.0000000000,0.0000000000,0.2585294545,0.0256069861,0.1848040372,0.2297584862,0.0120278187,0.0000000000,0.0108730635,0.0307293907,0.0377131067,0.0184365157,0.0421025492,0.0160337519,0.0000000000,0.0021587547,0.0095847100,0.0000000000,0.0000000000,0.0183017496,0.0169432852,0.0453712456,0.0446361117,0.0314638168,0.0137254670,0.0724857748,0.0551611297,0.0301842280,0.0298658926,0.0345646739,0.0297401249,0.0158267822,0.0161879528,0.0295056812,0.0294391531,0.0765522867,0.0000000000,0.0000000000,0.0129488688,0.0840414092,0.0790899321,0.0661032572,0.0715892911,0.0000000003,0.2825881839,-0.0851713717,-0.0113161243,0.1579167396,-0.0113139395,-0.0017793179,0.2286264300,-0.0112612229,-0.0025523449
23:27:37:41.286,61,0.0000000000,0.0000000000,0.3640264273,0.0000000000,0.0197280236,0.1897095889,0.2110241801,0.0000000000,0.0000000000,0.0000000000,0.2480921596,0.0201139022,0.1894620657,0.2113952041,0.0119374292,0.0000000000,0.0108935600,0.0304291528,0.0373223051,0.0179805756,0.0414752327,0.0163813662,0.0000000000,0.0027894031,0.0099790972,0.0000000000,0.0000000000,0.0181674808,0.0168046635,0.0445564762,0.0437109992,0.0312647037,0.0137294279,0.0717054829,0.0544785373,0.0299073979,0.0296414457,0.0342768878,0.0294523928,0.0156417619,0.0159798693,0.0300251283,0.0299571585,0.0758820474,0.0000000000,0.0000000000,0.0128941443,0.0833081752,0.0783342272,0.0653604493,0.0708211586,0.0000000007,0.2740375400,-0.0882569402,-0.0119874571,0.1515450031,-0.0088780988,-0.0013403223,0.2223627567,-0.0088252649,-0.0019463261
23:27:37:42.286,61,0.0000000000,0.0004508896,0.3436502218,0.0000000000,0.0000000000,0.1940943152,0.1775157601,0.0000000000,0.0003698972,0.0000000000,0.2271442860,0.0000000000,0.1938712150,0.1778458208,0.0119037088,0.0000000000,0.0110330582,0.0302144475,0.0370826088,0.0177095886,0.0410718434,0.0167343356,0.0000000000,0.0045418260,0.0104828868,0.0000000000,0.0000000000,0.0180956833,0.0167342462,0.0440817736,0.0431743227,0.0311741158,0.0137449326,0.0715918094,0.0542005226,0.0297596473,0.0295411758,0.0342553630,0.0293936152,0.0156282671,0.0159374680,0.0311320703,0.0310634058,0.0756155401,0.0000000000,0.0000000000,0.0128631992,0.0840574130,0.0783434436,0.0649213046,0.0704102293,0.0000000010,0.2670497894,-0.0927998200,-0.0140172336,0.1387545615,0.0002281501,0.0000315554,0.2099239975,0.0002816152,0.0000586845
23:27:37:43.285,61,0.0000000000,0.0022558351,0.3277250528,0.0000000000,0.0000000000,0.2036215067,0.1500513107,0.0000000000,0.0021957741,0.0000000000,0.2107378542,0.0000000000,0.2034565657,0.1503749192,0.0119505040,0.0000000000,0.0111303842,0.0300804079,0.0369705483,0.0176387560,0.0407367386,0.0172483195,0.0000000000,0.0055439021,0.0108286059,0.0000000000,0.0000000000,0.0180780999,0.0167120658,0.0438665263,0.0428555310,0.0312177110,0.0138076367,0.0717993677,0.0541267283,0.0297355726,0.0295764431,0.0345623977,0.0295945592,0.0157401711,0.0160218440,0.0319290236,0.0318589099,0.0758174881,0.0000000000,0.0000000000,0.0128819477,0.0857618675,0.0791789070,0.0646245256,0.0701789185,0.0000000009,0.2593193054,-0.0973413959,-0.0165455211,0.1287323236,0.0013525136,0.0001736318,0.2001956552,0.0014060942,0.0002796176
23:27:37:44.285,61,0.0000000000,0.0157307759,0.3296334743,0.0000000000,0.0000000000,0.2068958133,0.1400245875,0.0000000000,0.0158321373,0.0000000000,0.2123358995,0.0000000000,0.2067533582,0.1403422952,0.0120155998,0.0000000000,0.0109395618,0.0299880840,0.0368838422,0.0175661650,0.0406262502,0.0176591761,0.0000000000,0.0059595089,0.0110231787,0.0000000000,0.0000000000,0.0180767216,0.0167119075,0.0437671915,0.0426468924,0.0313193947,0.0138839791,0.0722825304,0.0542038865,0.0297768079,0.0296830777,0.0347145014,0.0296607669,0.0157734938,0.0160382427,0.0324182287,0.0323463641,0.0760745630,0.0000000000,0.0000000000,0.0129779279,0.0865869895,0.0798311308,0.0643760562,0.0700287595,0.0000000016,0.2506022751,-0.1015429497,-0.0182091612,0.1297025234,0.0097532300,0.0012615141,0.2013522238,0.0098075317,0.0019615123
23:27:37:45.284,61,0.0000000000,0.0182932410,0.3191994727,0.0000000000,0.0000000000,0.2194159925,0.1347465664,0.0000000000,0.0184170920,0.0000000000,0.2013409883,0.0000000000,0.2193446010,0.1350576580,0.0122278724,0.0000000000,0.0107676722,0.0302291829,0.0372179560,0.0177183039,0.0406717919,0.0176787488,0.0000000000,0.0066254931,0.0137208533,0.0000000000,0.0000000000,0.0182115342,0.0168568287,0.0441237204,0.0429111868,0.0316586085,0.0140360370,0.0736466944,0.0543891825,0.0299123581,0.0298971720,0.0353360698,0.0301164072,0.0159154385,0.0161980987,0.0330092274,0.0329371393,0.0769504532,0.0000000000,0.0000000000,0.0130808558,0.0913339630,0.0863048583,0.0644663498,0.0703179240,0.0000000030,0.2436607182,-0.1075089052,-0.0205512475,0.1229843944,0.0113359857,0.0013906960,0.1949755400,0.0113905389,0.0022069237
23:27:37:46.284,61,0.0000000000,0.0064134086,0.3099218309,0.0000000000,0.0000000000,0.2227085233,0.1439480484,0.0000000000,0.0063973237,0.0000000000,0.1915589124,0.0000000000,0.2226590663,0.1442172080,0.0123268971,0.0000000000,0.0105337612,0.0303817485,0.0374122187,0.0176759940,0.0406122804,0.0174492281,0.0000000000,0.0069777388,0.0150496736,0.0000000000,0.0000000000,0.0182325486,0.0169043038,0.0441927463,0.0429203287,0.0318293385,0.0141578121,0.0740642324,0.0542945452,0.0298542306,0.0299078375,0.0356240086,0.0303529352,0.0159176812,0.0162309408,0.0336305462,0.0335554369,0.0771353915,0.0000000000,0.0000000000,0.0131297596,0.0924280286,0.0879155025,0.0642620996,0.0702959225,0.0000000033,0.2343011647,-0.1125019267,-0.0216772798,0.1170157939,0.0039348118,0.0004593875,0.1893190444,0.0039890022,0.0007506947
23:27:37:47.284,61,0.0000000000,0.0000000000,0.3056625724,0.0000000000,0.0139488084,0.2243164629,0.1672393978,0.0000000000,0.0000000000,0.0000000000,0.1872719824,0.0142244967,0.2242786735,0.1674467027,0.0123760849,0.0000000000,0.0104302950,0.0305000935,0.0375498831,0.0175316017,0.0403331369,0.0172023214,0.0000000000,0.0076235915,0.0164785329,0.0000000000,0.0000000000,0.0181737393,0.0168812536,0.0441237539,0.0428184047,0.0319174081,0.0142564839,0.0740808845,0.0540297739,0.0296713989,0.0297760461,0.0357612781,0.0304934196,0.0158773288,0.0162153710,0.0360768288,0.0359602757,0.0767556876,0.0000000000,0.0000000000,0.0131079219,0.0926783085,0.0884711593,0.0639587194,0.0701548979,0.0000000039,0.2263399661,-0.1149992719,-0.0226259492,0.1143957376,-0.0062474408,-0.0007131322,0.1867151558,-0.0061939717,-0.0011498146
23:27:37:48.283,61,0.0000000000,0.0000000000,0.2901100516,0.0000000000,0.0315336175,0.2253201008,0.1857898384,0.0000000000,0.0000000000,0.0000000000,0.1713158637,0.0319807753,0.2252886742,0.1858943254,0.0124059385,0.0000000000,0.0103176450,0.0305982698,0.0376289487,0.0173301063,0.0401099958,0.0168970041,0.0000000000,0.0078241173,0.0169987231,0.0000000000,0.0000000000,0.0180164576,0.0167620629,0.0438807942,0.0425719135,0.0319835171,0.0143528543,0.0739924759,0.0537304468,0.0294616781,0.0296101868,0.0356086455,0.0303900857,0.0157476701,0.0160980690,0.0372122303,0.0370850898,0.0762107670,0.0000000000,0.0000000000,0.0131501742,0.0925607979,0.0886302739,0.0636938140,0.0700167045,0.0000000069,0.2174626440,-0.1173956096,-0.0227609985,0.1046406925,-0.0140309976,-0.0014656305,0.1772011817,-0.0139780305,-0.0024641373
23:27:37:49.283,61,0.0000000000,0.0000000000,0.2916405499,0.0000000000,0.0355047882,0.2249449492,0.2019174695,0.0000000000,0.0000000000,0.0000000000,0.1730310172,0.0359946601,0.2249167860,0.2019781917,0.0123697463,0.0000000000,0.0100872526,0.0305774584,0.0375541337,0.0170581099,0.0398553424,0.0165699571,0.0000000000,0.0077990112,0.0172130223,0.0000000000,0.0000000000,0.0177611671,0.0165430419,0.0434223600,0.0420949236,0.0319415294,0.0143821165,0.0738715231,0.0534784310,0.0291958880,0.0293943845,0.0352154374,0.0300742835,0.0155927418,0.0159543119,0.0385801531,0.0384409502,0.0740628839,0.0000000000,0.0000000000,0.0131954672,0.0921168551,0.0884488821,0.0634586886,0.0698630735,0.0000000108,0.2070074826,-0.1186469868,-0.0227670167,0.1056855619,-0.0157937631,-0.0016662038,0.1781314760,-0.0157409813,-0.0027893824
23:27:37:50.283,61,0.0000000000,0.0000000000,0.2836421132,0.0000000000,0.0300297774,0.2175712138,0.2077107728,0.0000000000,0.0000000000,0.0000000000,0.1649853885,0.0304521248,0.2175508291,0.2077517360,0.0123036494,0.0000000000,0.0097570885,0.0305377562,0.0374403670,0.0168233849,0.0397258103,0.0162579045,0.0000000000,0.0073346365,0.0166756660,0.0000000000,0.0000000000,0.0174580477,0.0162782986,0.0429333076,0.0415799245,0.0318345837,0.0143765090,0.0738645270,0.0533110201,0.0289519858,0.0291944779,0.0347211622,0.0296722855,0.0154273240,0.0157929882,0.0431023464,0.0429490730,0.0716428161,0.0000000000,0.0000000000,0.0132719306,0.0903464556,0.0878418684,0.0631818920,0.0696253479,0.0000000119,0.1963289380,-0.1197263226,-0.0224240087,0.1007749289,-0.0133550055,-0.0013436519,0.1732520908,-0.0133021139,-0.0022932384
23:27:37:51.282,61,0.0000000000,0.0000000000,0.2958288491,0.0000000000,0.0283738133,0.2125361115,0.2081110775,0.0000000000,0.0000000000,0.0000000000,0.1777145863,0.0287939981,0.2125175148,0.2081522644,0.0122596500,0.0000000000,0.0093719903,0.0305860527,0.0374574549,0.0167169403,0.0398105532,0.0160538666,0.0000000000,0.0070814416,0.0163471345,0.0000000000,0.0000000000,0.0171785075,0.0160342380,0.0425961986,0.0411950164,0.0317875929,0.0143448496,0.0741792321,0.0533526391,0.0287892874,0.0290688816,0.0343504287,0.0293840542,0.0153625039,0.0157207698,0.0448887348,0.0447257534,0.0706396922,0.0000000000,0.0000000000,0.0133476062,0.0895987526,0.0874471292,0.0631020069,0.0695310459,0.0000000138,0.1852061003,-0.1202439517,-0.0224907678,0.1085510626,-0.0126381423,-0.0013692632,0.1806975752,-0.0125853280,-0.0022618987
23:27:37:52.282,61,0.0000000000,0.0000000000,0.2987891436,0.0000000000,0.0329919346,0.2085678726,0.2062877864,0.0000000000,0.0000000000,0.0000000000,0.1811135858,0.0334636383,0.2085530758,0.2063213587,0.0122649269,0.0000000000,0.0089366958,0.0307269376,0.0376116969,0.0167742111,0.0399197303,0.0159856416,0.0000000000,0.0067675309,0.0160126127,0.0000000000,0.0000000000,0.0169460420,0.0158358440,0.0424088277,0.0409146287,0.0318622217,0.0143429004,0.0746138841,0.0534958057,0.0287050810,0.0290218648,0.0342146195,0.0293064360,0.0154435411,0.0157893784,0.0460649915,0.0458937846,0.0700391009,0.0000000000,0.0000000000,0.0134326536,0.0891851261,0.0872619376,0.0632447377,0.0696578100,0.0000000195,0.1734221727,-0.1205864921,-0.0231939033,0.1106241792,-0.0146910744,-0.0016219905,0.1825007796,-0.0146385701,-0.0026569287
23:27:37:53.282,61,0.0000000000,0.0000000000,0.2828458548,0.0000000000,0.0450938940,0.2037236243,0.2065728307,0.0000000000,0.0000000000,0.0000000000,0.1651196927,0.0456612930,0.2037129104,0.2066009343,0.0122356033,0.0000000000,0.0083464701,0.0308117177,0.0376698896,0.0167297572,0.0401534028,0.0158891492,0.0000000000,0.0064729061,0.0156617556,0.0000000000,0.0000000000,0.0166784730,0.0156078339,0.0420732051,0.0405117236,0.0318755992,0.0143458266,0.0749844536,0.0535646044,0.0286177453,0.0289604496,0.0338913389,0.0290737953,0.0154116033,0.0157367550,0.0454124399,0.0452005230,0.0695375279,0.0000000000,0.0000000000,0.0135506866,0.0883622244,0.0867711827,0.0632288307,0.0695849881,0.0000000185,0.1620310992,-0.1188325807,-0.0233930610,0.1008458063,-0.0200252533,-0.0020163083,0.1727468967,-0.0199732352,-0.0034336229
23:27:37:54.280,61,0.0000000000,0.0000000000,0.2850322127,0.0000000000,0.0788397714,0.2017421275,0.2128642499,0.0000000000,0.0000000000,0.0000000000,0.1677655578,0.0797453076,0.2017324418,0.2128856778,0.0122185899,0.0000000000,0.0077768774,0.0308647528,0.0377085097,0.0166873801,0.0402339771,0.0159089211,0.0000000000,0.0063496223,0.0155456290,0.0000000000,0.0000000000,0.0164186824,0.0153844077,0.0416982248,0.0400520116,0.0318665802,0.0143482713,0.0752004012,0.0535920970,0.0284586754,0.0288239513,0.0337230973,0.0289781969,0.0154225361,0.0157224387,0.0430034176,0.0427319594,0.0690029263,0.0000000000,0.0000000000,0.0136151919,0.0867176652,0.0857478082,0.0630850941,0.0693257675,0.0000000259,0.1482071877,-0.1174535453,-0.0226712357,0.1024199054,-0.0349788219,-0.0035777118,0.1740122139,-0.0349280350,-0.0060496647
23:27:37:55.280,61,0.0000000000,0.0000000000,0.2808642685,0.0000000000,0.1054229587,0.2009053379,0.2178206742,0.0000000000,0.0000000000,0.0000000000,0.1640215516,0.1065692082,0.2008961141,0.2178410590,0.0122375507,0.0000000000,0.0071290317,0.0309324246,0.0377549008,0.0166413262,0.0402746461,0.0159153026,0.0000000000,0.0064720795,0.0157267898,0.0000000000,0.0000000000,0.0161878113,0.0151894195,0.0413536169,0.0396148972,0.0319586210,0.0143938698,0.0753807202,0.0535471477,0.0283392668,0.0287254807,0.0335753858,0.0289015528,0.0154036237,0.0156778805,0.0382914208,0.0379712731,0.0687673092,0.0000000000,0.0000000000,0.0136848688,0.0857462287,0.0850404799,0.0628948584,0.0689664781,0.0000000292,0.1345111132,-0.1165635511,-0.0210196227,0.1000864059,-0.0467336290,-0.0046729646,0.1713869125,-0.0466838777,-0.0079675149
